,Griffinia_hyacinthina,Griffinia_rochae,Griffinia_nocturna,H_cipoanum_119_cpgenome_annotated_3.0,NG4400_Hip_dutilh,BEL4494_Zeph_mesoch,NG243_Zeph_montana,NG5471_Zeph_monantha,NG4932_Zeph_advena,NG2811_Zeph_cisand,NG4922_Zeph_tenuif,Rhodolirium_laetum,NG1022_Pap_laeta,NG1069_Pap_laeta,Traubia_modesta,OG2_i1_Tra_modesta,OG2_i2_Tra_modesta,OG2_i3_Tra_modesta,Rhodolirium_montanum,OG1_i2_Rho_montan,OG1_i3_Rho_montan,OG1_i4_Rho_montan,OG3_i1_Rho_andico,OG3_i2_Rho_andico,P001_WA1,P001_WB1,P001_WC1,P001_WD1,P001_WE1,P001_WF1,P001_WG1,P001_WH1,P001_WA2,P001_WB2,P001_WC2,P001_WD2,P001_WE2,P001_WF2,P001_WG2,P001_WH2,P001_WA3,P001_WB3,P001_WC3,P001_WD3,P001_WE3,P001_WF3,P001_WG3,P001_WH3,P001_WA4,P001_WB4,P001_WC4,P001_WD4,P001_WE4,P001_WF4,P001_WG4,P001_WH4,P001_WA5,P001_WB5,P001_WC5,P001_WD5,P001_WE5,P001_WF5,P001_WG5,P001_WH5,P001_WA6,P001_WB6,P001_WC6,P001_WD6,P001_WE6,P001_WF6,P001_WG6,P001_WH6,P001_WA7,P001_WB7,P001_WC7,P001_WD7,P001_WE7,P001_WF7,P001_WG7,P001_WH7,P001_WA8,P001_WB8,P001_WC8,P001_WD8,P001_WE8,P001_WF8,P001_WG8,P001_WH8,P001_WA9,P001_WB9,P001_WC9,P002_WA01,P002_WB01,P002_WC01,P002_WE01,P002_WD01,P002_WF01,P002_WG01,P002_WH01,P002_WA02,P002_WB02,P002_WC02,P002_WD02,P002_WE02,P002_WF02,P002_WG02,P002_WH02,P002_WA03,P002_WB03,P002_WC03,P002_WD03,P002_WE03,P002_WF03,P002_WG03,P002_WH03,P002_WA04,P002_WB04,P002_WC04,P002_WD04,P002_WE04,P002_WF04,P002_WG04,P002_WH04,P002_WA05,P002_WB05,P002_WC05,P002_WD05,P002_WE05,P002_WF05,P002_WG05,P002_WH05,P002_WA06,P002_WB06,P002_WC06,P002_WD06,P002_WE06,P002_WF06,P002_WG06,P002_WH06,P002_WA07,P002_WB07,P002_WC07,P002_WD07,P002_WE07,P002_WF07,P002_WG07,P002_WH07,P002_WA08,P002_WB08,P002_WC08,P002_WD08,P002_WE08,P002_WF08,P002_WG08,P002_WH08,P002_WA09,P002_WB09,P002_WC09,P002_WD09,P002_WE09,P002_WF09
P002_WE03,0.0106043369,0.0104976392,0.0114844478,0.0085456529,0.0086401161,0.0092722243,0.0092018298,0.0085143982,0.0094970953,0.0091859587,0.0092046656,0.0056904092,0.0055926366,0.0052502484,0.0051926745,0.0051535675,0.0051849532,0.0051119447,0.0031357098,0.0030380166,0.0030327089,0.0030458695,0.0033707032,0.0034045103,0.0012913649,0.0012830232,0.0013081585,0.0006006758,0.0006327720,0.0006300402,0.0014164268,0.0014330961,0.0014351407,0.0014018374,0.0013405783,0.0014190105,0.0013191046,0.0013770993,0.0011351772,0.0012582702,0.0016622199,0.0016693803,0.0016677661,0.0016481969,0.0016599399,0.0025975538,0.0026912644,0.0026161655,0.0017382730,0.0017172573,0.0017187903,0.0016266003,0.0016763812,0.0016753627,0.0016839087,0.0016956366,0.0016838947,0.0016500542,0.0015922596,0.0016004158,0.0016005838,0.0014917039,0.0006592341,0.0017448883,0.0015812036,0.0006330720,0.0006246695,0.0006161098,0.0006095144,0.0006413026,0.0006410036,0.0006501429,0.0006410199,0.0012665207,0.0012892545,0.0012599839,0.0013349423,0.0012929723,0.0012321754,0.0011777437,0.0011730406,0.0011911196,0.0011733280,0.0013026986,0.0013383251,0.0011838453,0.0012433953,0.0011496794,0.0011378008,0.0011498813,0.0011431082,0.0011547810,0.0010859960,0.0011496844,0.0026097900,0.0024794789,0.0026205922,0.0026784108,0.0028267150,0.0026056965,0.0024807237,0.0026242412,0.0026444143,0.0026634378,0.0025539136,0.0026700760,0.0016471632,0.0015550299,0.0016815602,0.0018589159,0.0018689218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF03,0.0106974886,0.0104667575,0.0116258843,0.0087301987,0.0088106440,0.0094096057,0.0094728554,0.0084922649,0.0095585834,0.0093074960,0.0091537516,0.0058007251,0.0055270234,0.0054019032,0.0053665548,0.0051799071,0.0052515487,0.0051645976,0.0031941417,0.0030531485,0.0030746327,0.0030745793,0.0034381431,0.0034292841,0.0012377125,0.0012296659,0.0012544722,0.0004905421,0.0005606409,0.0005509020,0.0013346326,0.0013422570,0.0013617567,0.0013212200,0.0012690723,0.0013423929,0.0012383852,0.0013132971,0.0011435453,0.0011752431,0.0016111439,0.0016240003,0.0016244743,0.0015892985,0.0016175905,0.0026189666,0.0028311924,0.0027245406,0.0017703982,0.0016411560,0.0016426095,0.0015297752,0.0016015063,0.0015235683,0.0016404899,0.0016445231,0.0016404767,0.0016640441,0.0016081695,0.0015435475,0.0015577821,0.0014900490,0.0005642027,0.0017017971,0.0015557196,0.0005461216,0.0005704850,0.0005622243,0.0005717807,0.0005224224,0.0005220490,0.0005305940,0.0005142635,0.0011813381,0.0012034257,0.0011839876,0.0013557312,0.0011988080,0.0011546036,0.0010874225,0.0010750011,0.0010848479,0.0010775308,0.0012097738,0.0012353620,0.0010937098,0.0011934540,0.0010611376,0.0010638782,0.0010709573,0.0010968323,0.0012301109,0.0010806491,0.0009986036,0.0025786393,0.0026906395,0.0026421488,0.0027548919,0.0027984721,0.0025651746,0.0026410593,0.0028069539,0.0026799677,0.0026788338,0.0025547533,0.0026323329,0.0015747971,0.0016173227,0.0016332538,0.0017993046,0.0018554715,0.0002476283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WG03,0.0105384168,0.0104103415,0.0115595605,0.0086582815,0.0089712088,0.0095349826,0.0095913221,0.0087230856,0.0099123862,0.0095534237,0.0092570398,0.0056760283,0.0055727900,0.0052031680,0.0052541668,0.0052069323,0.0052607629,0.0052896032,0.0032226340,0.0030904143,0.0031418290,0.0031137267,0.0034416311,0.0034766443,0.0006352509,0.0006273055,0.0006753425,0.0011467821,0.0012297469,0.0012029117,0.0006913125,0.0006909227,0.0006921704,0.0007233122,0.0006551726,0.0007237436,0.0006550489,0.0006853356,0.0004061665,0.0005530925,0.0017128024,0.0017103533,0.0017179220,0.0017717499,0.0017109216,0.0026610623,0.0027003024,0.0027652562,0.0017119849,0.0017436299,0.0017685349,0.0016419352,0.0017111094,0.0016403300,0.0017106887,0.0017123099,0.0017097501,0.0017173798,0.0016618131,0.0016793168,0.0016767204,0.0015390340,0.0012287178,0.0017844250,0.0016430363,0.0012157963,0.0011932045,0.0012000663,0.0011821526,0.0011613221,0.0011602517,0.0011694012,0.0011445949,0.0005796195,0.0005665013,0.0005811673,0.0007714194,0.0006042505,0.0005600421,0.0004934980,0.0005121420,0.0005240249,0.0004916982,0.0006236482,0.0006797027,0.0005164822,0.0006016878,0.0003177733,0.0003378390,0.0003313919,0.0002185318,0.0013092292,0.0013208298,0.0013512731,0.0025900723,0.0025165678,0.0026604952,0.0027615007,0.0028918612,0.0025496349,0.0025695104,0.0027567982,0.0027154724,0.0026821619,0.0025961367,0.0027069713,0.0017758899,0.0015650818,0.0016367723,0.0019085923,0.0019741036,0.0011441834,0.0011679404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WH03,0.0108250730,0.0105552114,0.0117673431,0.0087832191,0.0090213285,0.0096397368,0.0095893293,0.0087982207,0.0100130946,0.0096170213,0.0093492525,0.0058411146,0.0057565632,0.0052682642,0.0053921585,0.0053763035,0.0053590055,0.0053584713,0.0032687524,0.0032397860,0.0032374119,0.0032465739,0.0034704086,0.0035671316,0.0005983084,0.0005904315,0.0006692469,0.0012076061,0.0012925822,0.0012362315,0.0006853227,0.0007164194,0.0006868646,0.0007106197,0.0006336498,0.0007095105,0.0006341060,0.0006714334,0.0003630062,0.0005240301,0.0018270956,0.0018204628,0.0018307845,0.0017995837,0.0018317673,0.0027271122,0.0027515451,0.0028050524,0.0017682571,0.0018625736,0.0018793210,0.0017774317,0.0018313451,0.0018105819,0.0018299743,0.0018025765,0.0018299599,0.0018528607,0.0017977930,0.0018219061,0.0017347055,0.0016307445,0.0012656327,0.0018418045,0.0017108858,0.0012684296,0.0012462135,0.0012528313,0.0012347097,0.0012382435,0.0012369558,0.0012468630,0.0012145596,0.0005667525,0.0005858387,0.0005687601,0.0007504462,0.0005835295,0.0005238409,0.0004734060,0.0004992166,0.0004961975,0.0004733015,0.0006033109,0.0006576505,0.0004883708,0.0005811166,0.0002991436,0.0003117569,0.0003123150,0.0001925844,0.0013112871,0.0013008899,0.0013646318,0.0026981763,0.0025736128,0.0027394004,0.0028517081,0.0029376273,0.0026226463,0.0026170521,0.0028181462,0.0027799874,0.0027767838,0.0026771597,0.0027961364,0.0017917048,0.0016020072,0.0017680090,0.0019801019,0.0020014727,0.0011362531,0.0011694032,0.0000562426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WA04,0.0103228140,0.0102112452,0.0113574460,0.0085005402,0.0086959439,0.0092740305,0.0090993471,0.0084658942,0.0094483308,0.0090498145,0.0089588941,0.0056716001,0.0055416035,0.0051361105,0.0049778504,0.0049988539,0.0050341257,0.0049768417,0.0031036300,0.0030451532,0.0030539725,0.0030640154,0.0034073886,0.0033951982,0.0005754745,0.0005670070,0.0006517139,0.0011454460,0.0011602806,0.0011748425,0.0006770105,0.0006770105,0.0006778422,0.0006785638,0.0006977649,0.0007030438,0.0005863367,0.0007376461,0.0004747887,0.0005526731,0.0017736119,0.0017750729,0.0017799459,0.0017312330,0.0017720112,0.0025609665,0.0025623135,0.0026697634,0.0017454009,0.0018064495,0.0018236423,0.0017214172,0.0017804106,0.0017344839,0.0017967356,0.0017315063,0.0017967508,0.0018300686,0.0017707120,0.0017879733,0.0015979410,0.0015941423,0.0011975990,0.0017538969,0.0016655846,0.0012111032,0.0011951721,0.0011941351,0.0011896153,0.0011695304,0.0011687182,0.0011786296,0.0011517615,0.0005838976,0.0006029087,0.0005764230,0.0007263189,0.0005843179,0.0005599446,0.0005507584,0.0005606777,0.0005560966,0.0005225840,0.0005965687,0.0006338981,0.0005251336,0.0005453316,0.0003300701,0.0003491254,0.0003341306,0.0002480442,0.0013827973,0.0013296106,0.0012868959,0.0025518526,0.0024819831,0.0026042573,0.0027085394,0.0026614664,0.0025430151,0.0024950112,0.0026099893,0.0025596813,0.0026297001,0.0025498938,0.0026115977,0.0016189274,0.0015973669,0.0016831843,0.0019027895,0.0018872465,0.0011597273,0.0011707669,0.0001804285,0.0001365299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WB04,0.0103665553,0.0103985722,0.0113713225,0.0084363864,0.0086270319,0.0091377432,0.0094070245,0.0083445667,0.0094649277,0.0092251028,0.0087786663,0.0056348728,0.0053869305,0.0051656234,0.0052715383,0.0050567535,0.0051619237,0.0050790592,0.0030397488,0.0029233058,0.0028926292,0.0029383538,0.0033195177,0.0033477778,0.0004858700,0.0004777684,0.0005104485,0.0010704191,0.0010458619,0.0010962156,0.0005911727,0.0006236360,0.0006081617,0.0005438718,0.0004879576,0.0005597342,0.0005204151,0.0005601887,0.0003812108,0.0003993697,0.0016972084,0.0016998790,0.0017035994,0.0016976569,0.0016952537,0.0025830818,0.0027405582,0.0026655226,0.0017378374,0.0016482900,0.0016740474,0.0016169494,0.0016546300,0.0016479303,0.0016717126,0.0016725812,0.0016707229,0.0016620543,0.0016052588,0.0015744640,0.0015552220,0.0014147379,0.0011298585,0.0016304614,0.0014971758,0.0011349136,0.0011515180,0.0011507062,0.0011460438,0.0010940980,0.0010940625,0.0011021444,0.0010708050,0.0004292474,0.0004382745,0.0004303556,0.0006143764,0.0004299857,0.0003991355,0.0003569182,0.0003500629,0.0003198502,0.0003282036,0.0004625258,0.0005171178,0.0003484417,0.0004499435,0.0002672109,0.0002697047,0.0002715500,0.0002720772,0.0014038439,0.0012150882,0.0011825832,0.0024876463,0.0025035922,0.0025925665,0.0027031373,0.0027650721,0.0025584765,0.0026012626,0.0026579606,0.0026735760,0.0026494598,0.0025389902,0.0025834531,0.0016333074,0.0015974262,0.0015898252,0.0018492027,0.0018729971,0.0011439508,0.0010485450,0.0003628431,0.0003361321,0.0003562518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WC04,0.0108318493,0.0106402002,0.0118183682,0.0089046955,0.0089164049,0.0096663943,0.0097591183,0.0087096762,0.0098545701,0.0095264897,0.0092304933,0.0059570126,0.0056887811,0.0053679085,0.0055400634,0.0053268255,0.0053133643,0.0053972235,0.0032549708,0.0032247156,0.0031970790,0.0032335015,0.0035178970,0.0035358192,0.0005589428,0.0005511756,0.0006370276,0.0011531850,0.0011374218,0.0011796741,0.0006758759,0.0007064728,0.0006931333,0.0006392756,0.0005872362,0.0006617247,0.0005563978,0.0006621113,0.0004747847,0.0004945879,0.0018255912,0.0018188135,0.0018291478,0.0018264828,0.0018297460,0.0027003294,0.0029001743,0.0027884884,0.0018968618,0.0018288969,0.0018462569,0.0017382159,0.0018060206,0.0017736727,0.0018284775,0.0017951068,0.0018275817,0.0018506232,0.0017966784,0.0017514709,0.0017008524,0.0016033601,0.0012099332,0.0017923502,0.0016658037,0.0012127727,0.0012216620,0.0012277382,0.0012257685,0.0011821272,0.0011810618,0.0011905201,0.0011737162,0.0004813321,0.0004926061,0.0004826226,0.0007182843,0.0005133103,0.0004623293,0.0004362360,0.0004462660,0.0004353952,0.0004199234,0.0005326877,0.0005799497,0.0004117004,0.0005037351,0.0002330315,0.0002525598,0.0002378231,0.0001271265,0.0015133141,0.0013336653,0.0013427288,0.0026738339,0.0027028749,0.0027160326,0.0028403599,0.0028792525,0.0026112311,0.0027579923,0.0028985961,0.0027652378,0.0027614399,0.0026587401,0.0027816085,0.0017559881,0.0017731439,0.0017582958,0.0019790154,0.0019888203,0.0012097777,0.0011189730,0.0002386192,0.0002130385,0.0002623813,0.0002838086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WD04,0.0109117767,0.0106939087,0.0118878631,0.0090150123,0.0090168364,0.0096451085,0.0098177052,0.0087265344,0.0101572473,0.0096654144,0.0095205045,0.0060382842,0.0057624612,0.0054049234,0.0055913582,0.0054075953,0.0054129687,0.0054444920,0.0033094981,0.0032722561,0.0032484165,0.0032792329,0.0035297257,0.0036065414,0.0006078435,0.0005999448,0.0006949541,0.0012258200,0.0012243093,0.0012466983,0.0007425215,0.0007657619,0.0007437171,0.0007052466,0.0006593228,0.0007353578,0.0006201633,0.0007118737,0.0005460626,0.0005735083,0.0018691314,0.0018473276,0.0018596949,0.0018440793,0.0018592976,0.0027128458,0.0029214362,0.0026908143,0.0018880826,0.0018675248,0.0018835588,0.0017905209,0.0018442452,0.0018301682,0.0018665577,0.0018084804,0.0018665577,0.0018815200,0.0018269429,0.0018115414,0.0017171460,0.0016593739,0.0012601094,0.0018428920,0.0017137228,0.0012804891,0.0012968811,0.0012956517,0.0012927461,0.0012416365,0.0012404202,0.0012501630,0.0012258008,0.0005605046,0.0005721433,0.0005700232,0.0007848558,0.0005689249,0.0005249014,0.0005062181,0.0005084276,0.0004977689,0.0004970786,0.0006127705,0.0006426594,0.0004817822,0.0005658603,0.0003000589,0.0003122186,0.0003128799,0.0002818388,0.0015560749,0.0013694289,0.0013701149,0.0027047822,0.0027518660,0.0027665747,0.0028718114,0.0029155879,0.0025948372,0.0027026102,0.0029282878,0.0027612040,0.0028259186,0.0026577786,0.0027825471,0.0018061543,0.0018098217,0.0017965008,0.0020076536,0.0020210134,0.0012552879,0.0011888742,0.0004357915,0.0004144078,0.0003844347,0.0003521768,0.0003400177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WE04,0.0108120953,0.0107574650,0.0118869414,0.0088913049,0.0089752174,0.0097193138,0.0097740313,0.0087138772,0.0098442239,0.0095892120,0.0091707458,0.0059791633,0.0057165783,0.0053489037,0.0055733116,0.0053715122,0.0053516762,0.0053324560,0.0033382910,0.0032672923,0.0032867266,0.0032848677,0.0035337627,0.0035580425,0.0006016571,0.0005938389,0.0006881419,0.0011601896,0.0012288668,0.0012032700,0.0007272036,0.0007579770,0.0007286765,0.0006821419,0.0006301238,0.0007053652,0.0005989543,0.0007134485,0.0005253847,0.0005454370,0.0018139097,0.0018197106,0.0018245642,0.0018608064,0.0018258795,0.0027002156,0.0028940494,0.0027408009,0.0019112260,0.0018336489,0.0018500449,0.0017399132,0.0018097794,0.0017429746,0.0018318766,0.0018138163,0.0018318622,0.0018782565,0.0018239985,0.0017781441,0.0016537772,0.0015806237,0.0012334673,0.0018101918,0.0016831586,0.0012201798,0.0012291014,0.0012356581,0.0012335972,0.0011894615,0.0011885966,0.0011982012,0.0011884855,0.0005390602,0.0005504072,0.0005402608,0.0007631964,0.0005401538,0.0005199084,0.0004703775,0.0004881591,0.0004769200,0.0004622702,0.0005759991,0.0006302139,0.0004612954,0.0005455747,0.0002814319,0.0003007544,0.0002786260,0.0001832456,0.0015043621,0.0013236839,0.0013349622,0.0026558467,0.0027140171,0.0027183945,0.0028455776,0.0029222099,0.0026629372,0.0027694925,0.0029272191,0.0027782796,0.0027540117,0.0026449509,0.0027794398,0.0017486444,0.0017817909,0.0017826724,0.0019600935,0.0020165941,0.0012475413,0.0011399536,0.0002960626,0.0002774081,0.0003222965,0.0003424816,0.0000782704,0.0003817940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WF04,0.0109858525,0.0107112481,0.0119355371,0.0090051716,0.0089656682,0.0097810693,0.0097409786,0.0086394596,0.0101097932,0.0095049651,0.0095591617,0.0060671281,0.0057056438,0.0053199894,0.0055813823,0.0054050263,0.0053857167,0.0053692538,0.0034339595,0.0033667217,0.0033828354,0.0033894539,0.0035077366,0.0036402878,0.0006739902,0.0006661480,0.0007134770,0.0012427219,0.0013460350,0.0012780227,0.0007998897,0.0008307689,0.0008168578,0.0007630531,0.0007097869,0.0007857192,0.0006793357,0.0007862444,0.0005812815,0.0006183826,0.0019439896,0.0019400204,0.0019484636,0.0018337406,0.0019482646,0.0028201200,0.0030298248,0.0029188560,0.0019431860,0.0019477654,0.0019658187,0.0018494315,0.0019255122,0.0018420548,0.0019473146,0.0019217477,0.0019472535,0.0019698639,0.0019154798,0.0018699211,0.0018183583,0.0017189013,0.0013162625,0.0018413838,0.0017896581,0.0013106266,0.0013195042,0.0013255419,0.0012838139,0.0012792756,0.0012784930,0.0012728008,0.0012710837,0.0006113238,0.0006231660,0.0006051913,0.0008297473,0.0006201946,0.0005611859,0.0005581252,0.0005447369,0.0005507237,0.0004952899,0.0006517135,0.0007024397,0.0005251541,0.0006269562,0.0003528922,0.0003736018,0.0002638306,0.0001677960,0.0015977674,0.0014396946,0.0013772062,0.0027523736,0.0028550061,0.0027110556,0.0029611873,0.0029365053,0.0027357968,0.0028517723,0.0029678175,0.0028028554,0.0027609854,0.0027790976,0.0028747353,0.0017195770,0.0018082994,0.0018672439,0.0020457524,0.0020991229,0.0013208501,0.0012465324,0.0003610252,0.0003341943,0.0002725162,0.0003670780,0.0001805879,0.0004621673,0.0002448327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WG04,0.0108310973,0.0107116540,0.0119319644,0.0088799658,0.0089081255,0.0096298851,0.0097842911,0.0086213961,0.0099645193,0.0094913739,0.0094103458,0.0059265174,0.0056395425,0.0053619088,0.0055017884,0.0052799997,0.0053078624,0.0052874629,0.0032823436,0.0032145954,0.0032238912,0.0032368755,0.0035667657,0.0035877687,0.0012808494,0.0012730771,0.0013673887,0.0001944746,0.0003074757,0.0003223804,0.0013749770,0.0013975591,0.0013852949,0.0013248265,0.0012914991,0.0013631004,0.0012775270,0.0013410658,0.0011921278,0.0011959288,0.0017211378,0.0017089136,0.0017333394,0.0017703217,0.0017183884,0.0026370963,0.0028417922,0.0026068597,0.0017526839,0.0017267127,0.0017507669,0.0016354414,0.0017029090,0.0016616841,0.0017724200,0.0017228673,0.0017712222,0.0017472654,0.0017011769,0.0016557930,0.0016348953,0.0015455384,0.0003193610,0.0017357886,0.0015836613,0.0003568877,0.0003883006,0.0003644692,0.0003741883,0.0003104339,0.0003101619,0.0003029893,0.0002949261,0.0012500489,0.0012597015,0.0012462954,0.0013716436,0.0012600346,0.0011990946,0.0011284224,0.0010965388,0.0011335437,0.0011102212,0.0012237371,0.0012485484,0.0011419150,0.0012110439,0.0011108996,0.0010899909,0.0011108983,0.0010575069,0.0012672374,0.0011041066,0.0010960476,0.0025845399,0.0026759512,0.0026559353,0.0027710376,0.0028506077,0.0026021209,0.0025955772,0.0029122986,0.0026803822,0.0026749450,0.0025711562,0.0027291661,0.0016995169,0.0017060157,0.0017067723,0.0019118964,0.0019466300,0.0006173433,0.0005150438,0.0011542165,0.0012006094,0.0011620946,0.0010558403,0.0011610765,0.0012179835,0.0011676445,0.0012578041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WH04,0.0107231025,0.0106130036,0.0117300231,0.0087729614,0.0088258459,0.0094562135,0.0096773599,0.0085392000,0.0098586655,0.0094573648,0.0093666945,0.0058257403,0.0055361151,0.0052985537,0.0053693468,0.0051656072,0.0052415464,0.0052039019,0.0031889630,0.0030609280,0.0030743007,0.0030819220,0.0035192957,0.0034994760,0.0012212257,0.0012133882,0.0012846053,0.0001568058,0.0001905337,0.0002769914,0.0013390109,0.0013545970,0.0013504890,0.0012876629,0.0012532883,0.0013182979,0.0012314151,0.0012961155,0.0011532645,0.0011549663,0.0016100549,0.0015881000,0.0016149096,0.0016552101,0.0016075999,0.0025939652,0.0027833043,0.0025926831,0.0017192054,0.0016232494,0.0016403470,0.0015225759,0.0015912531,0.0015222885,0.0016304455,0.0016579167,0.0016293216,0.0016288554,0.0015745282,0.0015277684,0.0015932904,0.0014864259,0.0002745977,0.0016936289,0.0015567777,0.0003129526,0.0003444928,0.0003284485,0.0003376773,0.0002582025,0.0002580450,0.0002663509,0.0002426318,0.0012136516,0.0012289143,0.0012158552,0.0013344666,0.0012236860,0.0011754072,0.0010909426,0.0010571472,0.0010601681,0.0010851759,0.0011787835,0.0012073113,0.0010967713,0.0011890431,0.0010649229,0.0010648325,0.0010707628,0.0010482025,0.0012104544,0.0010400862,0.0009655553,0.0025059156,0.0026264870,0.0026124878,0.0027420445,0.0027887319,0.0025456160,0.0026092012,0.0028128407,0.0026450171,0.0026376612,0.0025424396,0.0026445619,0.0016305769,0.0016379284,0.0016748263,0.0018178291,0.0018901976,0.0005861797,0.0004766865,0.0011316475,0.0011447225,0.0011420302,0.0010351079,0.0011147620,0.0011626267,0.0011292549,0.0012344007,0.0001644411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WA05,0.0105907998,0.0104982534,0.0115566681,0.0085762884,0.0087644067,0.0093500678,0.0093945520,0.0085218641,0.0097666464,0.0093300130,0.0091850273,0.0056894615,0.0055393610,0.0052404570,0.0052206001,0.0051071487,0.0052173715,0.0050883758,0.0031112556,0.0030408898,0.0030379351,0.0030655874,0.0034051866,0.0034459639,0.0012648296,0.0012568147,0.0013454133,0.0001601393,0.0001618086,0.0002824149,0.0013294244,0.0013370849,0.0013468378,0.0012995880,0.0012561231,0.0013314408,0.0012662728,0.0012990311,0.0010587204,0.0011677166,0.0016600719,0.0016572819,0.0016671018,0.0016878048,0.0016599920,0.0025432686,0.0026627849,0.0025491864,0.0016485273,0.0016678954,0.0016847830,0.0015654386,0.0016272617,0.0016048781,0.0016993488,0.0016392729,0.0016984367,0.0016902217,0.0016342493,0.0016027007,0.0015549990,0.0014590826,0.0002804901,0.0016395625,0.0015038083,0.0003199941,0.0003522269,0.0003359613,0.0003452168,0.0002721652,0.0002719323,0.0002800546,0.0002639038,0.0012087533,0.0012315553,0.0012012968,0.0013023001,0.0012179485,0.0011520933,0.0010915353,0.0010551490,0.0010786728,0.0010690544,0.0011940269,0.0012320980,0.0010973978,0.0011720802,0.0010574669,0.0010526176,0.0010549533,0.0010333382,0.0010946414,0.0010292375,0.0010084634,0.0024775045,0.0025024797,0.0025627848,0.0026764584,0.0027773393,0.0025645397,0.0024928017,0.0026396609,0.0025918530,0.0026231105,0.0025070026,0.0025992075,0.0016078687,0.0015478088,0.0016213836,0.0018466185,0.0018768763,0.0005597868,0.0004782028,0.0010738887,0.0010606192,0.0010957809,0.0010173086,0.0011138906,0.0011738656,0.0011275911,0.0012118380,0.0001600567,0.0001449320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P002_WB05,0.0108320295,0.0108851654,0.0118564730,0.0088537355,0.0090618227,0.0095572830,0.0095415554,0.0085972185,0.0098852301,0.0094257708,0.0093938093,0.0059123323,0.0057065485,0.0054469183,0.0055012119,0.0053561890,0.0053755362,0.0053501328,0.0033413579,0.0031877261,0.0032504076,0.0032017930,0.0035328094,0.0035901358,0.0019360186,0.0019280694,0.0020169851,0.0016934803,0.0017344050,0.0017592311,0.0019762636,0.0020076432,0.0019725466,0.0019180188,0.0018843768,0.0019786283,0.0019028255,0.0019662285,0.0017509077,0.0018777319,0.0002539657,0.0002551767,0.0002533846,0.0002956924,0.0002536176,0.0027633510,0.0029317508,0.0027420789,0.0003905154,0.0002695612,0.0002776556,0.0001665403,0.0001505499,0.0002953149,0.0004040751,0.0004286537,0.0004038575,0.0007130459,0.0006577365,0.0007135887,0.0018011161,0.0017034504,0.0017539783,0.0019144446,0.0017774402,0.0017930201,0.0018017320,0.0018088004,0.0017687576,0.0017456833,0.0017450464,0.0017543631,0.0017456286,0.0018565708,0.0018031948,0.0018531282,0.0020787255,0.0019144310,0.0018550821,0.0017808083,0.0017736785,0.0017425265,0.0017688820,0.0018313018,0.0018299856,0.0017943950,0.0018792065,0.0017693693,0.0016954140,0.0017195710,0.0017075758,0.0019517563,0.0018749922,0.0018255826,0.0027881021,0.0027652585,0.0027587595,0.0028571540,0.0029639376,0.0027096189,0.0026930489,0.0029926930,0.0027992740,0.0028686367,0.0027032910,0.0028817840,0.0019995662,0.0019782733,0.0020558544,0.0021761385,0.0022421739,0.0016858527,0.0015777574,0.0016947090,0.0017469813,0.0017510541,0.0016829945,0.0017904856,0.0018324418,0.0018114439,0.0018602277,0.0016914640,0.0015993544,0.0016460432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
